url,autor_name
https://www.facebook.com/171522852874952/posts/1171028874370845,Juventus
https://www.facebook.com/139132459470235/posts/1157302319089287,Inter
https://www.facebook.com/112427836820205/posts/1207572367479363,Triplete Inter
https://x.com/LincolnCity_FC/status/1893382753653063930,Lin***nCi***FC
https://x.com/OdishaFC/status/1862082631078199748,Odi***FC
